a,word,level,word_translate
4895,solution,A1,решение
4896,solve,A1,решать
4897,some,A1,некоторый
4899,somebody,A1,кто-нибудь
4900,somehow,A1,как-то
4901,someone,A1,кто-то
4902,something,A1,что-нибудь
4903,sometime,A1,когда-то
4904,sometimes,A1,иногда
4905,somewhat,A1,в некотором роде
4906,somewhere,A1,где-то
4908,son,A1,сын
4909,song,A1,песня
4910,soon,A1,скоро
4911,sophisticated,A1,сложный
4912,sorry,A1,извини
4914,sort,A1,сортировать
4916,soul,A1,душа
4917,sound,A3,звук
4920,soup,A1,суп
4921,source,A1,источник
4922,south,A1,юг
4925,southern,A2,южный
4926,sovereignty,A3,суверенитет
4927,space,A1,космос
4928,spam,A3,спам
4929,span,A3,охватывать
4931,spare,A1,запасной
4933,spark,A3,искра
4934,speak,A1,говорить
4935,speaker,A1,оратор
4936,special,A1,особенный
4937,specialist,A1,специалист
4939,specialize,A1,специализироваться
4940,specialized,A3,специализирован
4941,species,A1,разновидность
4942,specific,A1,специфический
4943,specifically,A2,конкретно
4944,specification,A3,спецификация
4945,specify,A1,указать
4946,specimen,A3,образец
4947,spectacle,A3,зрелище
4948,spectacular,A1,зрелищный
4949,spectator,A1,зритель
4950,spectrum,A3,спектр
4951,speculate,A1,спекулировать
4952,speculation,A1,спекуляция
4953,speech,A1,речь
4954,speed,A1,скорость
4956,spell,A3,заклинание
4958,spelling,A1,написание
4959,spend,A1,тратить
4960,spending,A2,расходы
4961,sphere,A3,сфера
4962,spice,A1,специя
4963,spicy,A2,острый
4964,spider,A1,паук
4965,spill,A1,проливать
4966,spin,A3,вращаться
4968,spine,A3,позвоночник
4969,spirit,A2,дух
4970,spiritual,A1,духовный
4971,spite,A1,злобной
4972,split,A1,расколоть
4974,spoil,A1,портиться
4975,spoken,A2,разговорный
4976,spokesman,A1,пресс -секретарь
4977,spokesperson,A1,представитель
4978,spokeswoman,A1,пресс -секретарь
4979,sponsor,A1,спонсор
4981,sponsorship,A1,спонсорство
4982,spoon,A1,ложка
4983,sport,A1,спорт
4984,sporting,A1,спортивный
4985,spot,A2,место
4987,spotlight,A3,прожектор
4988,spouse,A3,супруг
4989,spread,A1,распространение
4991,spring,A1,весна
4993,spy,A3,шпион
4995,squad,A3,отряд
4996,square,A1,квадрат
4998,squeeze,A3,сжимать
4999,stab,A3,нанести удар
5000,stability,A3,стабильность
5001,stabilize,A3,стабилизировать
5002,stable,A1,стабильный
5003,stadium,A2,стадион
5004,staff,A2,персонал
5005,stage,A1,этап
5007,stair,A1,лестница
5008,stake,A3,доля
5009,stall,A1,ларек
5010,stamp,A1,печать
5011,stance,A1,позиция
5012,stand,A1,стоять
5014,standard,A2,стандартный
5016,standing,A3,стоящий
5017,star,A1,звезда
5019,stare,A1,глазеть
5020,stark,A3,старк
5021,start,A1,начинать
5023,starve,A1,голодать
5024,state,A2,состояние
5027,statement,A1,заявление
5028,station,A1,станция
5029,statistic,A2,статистика
5030,statistical,A3,статистический
5031,statue,A2,статуя
5032,status,A1,положение дел
5033,stay,A1,оставаться
5035,steadily,A1,неуклонно
5036,steady,A1,устойчивый
5037,steal,A1,воровать
5038,steam,A1,пар
5039,steel,A1,сталь
5040,steep,A1,отвесный
5041,steer,A3,укреплять
5042,stem,A3,корень
5044,step,A1,шаг
5046,stereotype,A3,стереотип
5047,stick,A2,палка
5049,sticky,A1,липкий
5050,stiff,A1,жесткий
5051,still,A2,все еще
5053,stimulate,A1,стимулировать
5054,stimulus,A3,стимул
5055,stir,A3,помешивать
5056,stock,A1,запас
5057,stomach,A1,желудок
5058,stone,A1,камень
5059,stop,A1,останавливаться
5061,storage,A3,хранилище
5062,store,A1,магазин
5064,storm,A1,буря
5065,story,A1,история
5066,straight,A1,прямой
5068,straightforward,A3,простой
5069,strain,A3,напряжение
5070,strand,A3,нить
5071,strange,A1,странный
5072,stranger,A2,незнакомец
5073,strategic,A3,стратегический
5074,strategy,A1,стратегия
5075,stream,A1,транслировать
5076,street,A1,улица
5077,strength,A2,сила
5078,strengthen,A1,укреплять
5079,stress,A1,стресс
5081,stretch,A1,потягиваться
5083,strict,A1,строгий
5084,strictly,A1,строго
5085,strike,A1,ударять
5087,striking,A3,поразительный
5088,string,A2,нить
5089,strip,A3,полоска
5091,strive,A3,стремиться
5092,stroke,A1,гладить
5093,strong,A1,сильный
5094,strongly,A2,сильно
5095,structural,A3,структурный
5096,structure,A1,состав
5098,struggle,A1,борьба
5100,student,A1,студент
5101,studio,A2,студия
5102,study,A1,изучать
5104,stuff,A2,вещи
5106,stumble,A3,спотыкаться
5107,stun,A3,оглушающий
5108,stunning,A1,оглушительный
5109,stupid,A1,глупый
5110,style,A1,стиль
5111,subject,A1,предмет
5113,submission,A3,подчинение
5114,submit,A1,представлять на рассмотрение
5115,subscriber,A3,подписчик
5116,subscription,A3,подписка
5117,subsequent,A1,последующий
5118,subsequently,A1,впоследствии
5119,subsidy,A3,субсидия
5120,substance,A2,вещество
5121,substantial,A3,существенный
5122,substantially,A3,существенно
5123,substitute,A3,заменять
5125,substitution,A3,замена
5126,subtle,A3,тонкий
5127,suburb,A1,пригород
5128,suburban,A3,пригородный
5129,succeed,A1,преуспевать
5130,success,A1,успех
5131,successful,A1,успешный
5132,successfully,A2,успешно
5133,succession,A3,последовательность
5134,successive,A3,последовательно
5135,successor,A3,преемник
5136,such,A1,такой
5138,suck,A3,сосать
5139,sudden,A2,внезапный
5140,suddenly,A1,внезапно
5141,sue,A3,сью
5142,suffer,A2,страдать
5143,suffering,A1,страдания
5144,sufficient,A1,достаточный
5145,sufficiently,A1,достаточно
5146,sugar,A1,сахар
5147,suggest,A1,предлагать
5148,suggestion,A1,предположение
5149,suicide,A3,самоубийство
5150,suit,A1,подходить
5152,suitable,A2,подходящий
5153,suite,A3,набор
5154,sum,A1,сумма
5156,summarize,A2,подведем итог
5157,summary,A2,краткое содержание
5158,summer,A1,лето
5159,summit,A3,саммит
5160,sun,A1,солнце
5161,sunday,A1,воскресенье
5162,super,A1,супер
5163,superb,A3,превосходный
5164,superior,A3,начальство
5165,supermarket,A1,супермаркет
5166,supervise,A3,контролировать
5167,supervision,A3,надзор
5168,supervisor,A3,руководитель
5169,supplement,A3,добавка
5171,supply,A2,поставлять
5173,support,A1,поддерживать
5175,supporter,A2,сторонник
5176,supportive,A3,поддерживающий
5177,suppose,A1,предполагать
5178,supposedly,A3,предположительно
5179,suppress,A3,подавить
5180,supreme,A3,верховный
5181,sure,A1,конечно
5183,surely,A2,конечно
5184,surface,A2,поверхность
5185,surge,A3,всплеск
5187,surgeon,A1,врач хирург
5188,surgery,A1,операция
5189,surgical,A3,хирургический
5190,surplus,A3,избыток
5191,surprise,A1,сюрприз
5193,surprised,A1,удивлен
5194,surprising,A1,удивительный
5195,surrender,A3,сдаваться
5196,surround,A1,окружение
5197,surrounding,A1,окружение
5198,surveillance,A3,наблюдение
5199,survey,A1,опрос
5201,survival,A1,выживание
5202,survive,A2,выживать
5203,survivor,A1,выживший
5204,suspect,A1,подозревать
5206,suspend,A1,приостановить
5207,suspension,A3,приостановка
5208,suspicion,A3,подозрение
5209,suspicious,A3,подозрительный
5210,sustain,A3,поддерживать
5211,sustainable,A1,устойчивый
5212,swallow,A1,глотать
5213,swear,A1,ругаться
5214,sweater,A1,свитер
5215,sweep,A1,мести
5216,sweet,A1,сладкий
5218,swim,A2,плавать
5220,swimming,A1,плавание
5221,swing,A3,качать
5223,switch,A1,выключатель
5225,sword,A3,меч
5226,symbol,A1,символ
5227,symbolic,A3,символический
5228,sympathetic,A1,симпатичный
5229,sympathy,A1,сочувствие
5230,symptom,A2,симптом
5231,syndrome,A3,синдром
5232,synthesis,A3,синтез
5233,system,A1,система
5234,systematic,A3,систематический
5235,t-shirt,A1,футболка
5236,table,A1,стол
5237,tablet,A1,планшет
5238,tackle,A3,взяться
5240,tactic,A3,тактика
5241,tactical,A3,тактический
5242,tag,A1,ярлык
5244,tail,A2,хвост
5245,take,A1,брать
5246,tale,A1,сказка
5247,talent,A2,талант
5248,talented,A2,талантливый
5249,talk,A1,разговаривать
5251,tall,A1,высокий
5252,tank,A1,бак
5253,tap,A1,кран
5255,tape,A2,лента
5256,target,A1,цель
5258,task,A1,задача
5259,taste,A1,вкус
5261,tax,A2,налоговый
5263,taxi,A1,такси
5264,taxpayer,A3,налогоплательщик
5265,tea,A1,чай
5266,teach,A1,учат
5267,teacher,A1,учитель
5268,teaching,A1,преподавание
5269,team,A1,команда
5270,tear,A1,рвать
5272,technical,A2,технический
5273,technique,A2,техника
5274,technological,A1,технологический
5275,technology,A1,технологии
5276,teenage,A1,подростка
5277,teenager,A1,подростка
5278,teens,A1,тинейджеры
5279,telephone,A1,телефон
5281,television,A1,телевидение
5282,tell,A1,рассказывать
5283,temperature,A1,температура
5284,temple,A1,храм
5285,temporarily,A1,временно
5286,temporary,A1,временный
5287,tempt,A3,соблазн
5288,ten,A1,десять
5289,tenant,A3,жилец
5290,tend,A2,иметь тенденцию
5291,tendency,A1,тенденция
5292,tender,A3,нежный
5293,tennis,A1,большой теннис
5294,tension,A1,напряжение
5295,tent,A2,палатка
5296,tenure,A3,пребывание в должности
5297,term,A1,срок
5299,terminal,A3,терминал
5301,terminate,A3,прекращать
5302,terms,A1,условия
5303,terrain,A3,местность
5304,terrible,A1,ужасный
5305,terribly,A1,ужасно
5306,terrific,A3,потрясающий
5307,terrify,A1,ужасен
5308,territory,A1,территория
5309,terror,A1,террор
5310,terrorism,A1,терроризм
5311,terrorist,A1,террорист
5312,test,A1,тест
5314,testify,A3,свидетельствовать
5315,testimony,A3,показания
5316,testing,A1,тестирование
5317,text,A1,текст
5319,textbook,A1,учебник
5320,texture,A3,текстура
5321,than,A1,чем
5323,thank,A1,благодарить
5324,thankfully,A3,к счастью
5325,thanks,A1,спасибо
5327,that,A2,что
5331,theatre,A1,театр
5332,theatrical,A3,театральный
5333,theft,A1,кража
5334,their,A1,их
5335,theirs,A2,их
5336,them,A1,их
5337,theme,A2,тема
5338,themselves,A1,сами себя
5339,then,A1,затем
5340,theology,A3,богословие
5341,theoretical,A3,теоретический
5342,theory,A2,теория
5343,therapist,A1,терапевт
5344,therapy,A1,терапия
5345,there,A1,там
5346,thereafter,A3,после этого
5347,thereby,A3,тем самым
5348,therefore,A2,поэтому
5349,thesis,A1,тезис
5350,they,A1,они
5351,thick,A1,толстый
5352,thief,A1,вор
5353,thin,A1,тонкий
5354,thing,A1,вещь
5355,think,A1,думать
5356,thinking,A1,мышление
5357,third,A1,третий
5359,thirsty,A1,испытывающий жажду
5360,thirteen,A1,тринадцать
5361,thirty,A1,тридцать
5362,this,A2,этот
5365,thorough,A1,тщательный
5366,thoroughly,A1,тщательно
5367,though,A2,хотя
5369,thought,A1,мысль
5370,thought-provoking,A3,заставляя задуматься
5371,thoughtful,A3,вдумчивый
5372,thousand,A1,тысяча
5373,thread,A3,нить
5374,threat,A1,угроза
5375,threaten,A1,угрожать
5376,three,A1,три
5377,threshold,A3,порог
5378,thrilled,A3,взволнованный
5379,thrive,A3,процветать
5380,throat,A2,горло
5381,through,A1,через
5383,throughout,A2,через
5385,throw,A1,бросать
5386,thumb,A1,большой палец
5387,thursday,A1,четверг
5388,thus,A1,таким образом
5389,ticket,A1,билет
5390,tide,A3,прилив
5391,tidy,A1,аккуратный
5393,tie,A1,галстук
5395,tight,A2,тугой
5396,tighten,A3,затянуть
5397,till,A2,до
5399,timber,A3,древесина
5400,time,A1,время
5402,timely,A3,своевременно
5403,timing,A1,время
5404,tin,A2,банка
5405,tiny,A2,крошечный
5406,tip,A1,кончик
5408,tired,A1,усталый
5409,tissue,A1,салфетка
5410,title,A1,заголовок
5412,to,A1,к
5414,tobacco,A3,табак
5415,today,A1,сегодня
5417,toe,A2,палец на ноге
5418,together,A1,вместе
5419,toilet,A1,туалет
5420,tolerance,A3,толерантность
5421,tolerate,A3,терпеть
5422,toll,A3,потери
5423,tomato,A1,помидор
5424,tomorrow,A1,завтра
5426,ton,A1,тонна
5427,tone,A1,тон
5428,tongue,A2,язык
5429,tonight,A1,сегодня вечером
5431,tonne,A1,тонна
5432,too,A1,слишком
5433,tool,A1,инструмент
5434,tooth,A1,зуб
5435,top,A1,вершина
5438,topic,A1,тема
5439,torture,A3,пытка
5441,toss,A3,бросать
5442,total,A2,общий
5445,totally,A2,полностью
5446,touch,A2,трогать
5448,tough,A1,жесткий
5449,tour,A1,тур
5451,tourism,A1,туризм
5452,tourist,A1,турист
5453,tournament,A1,турнир
5454,towards,A1,к
5455,towel,A1,полотенце
5456,tower,A1,башня
5457,town,A1,город
5458,toxic,A3,токсичный
5459,toy,A1,игрушка
5461,trace,A3,след
5463,track,A1,отслеживать
5465,trade,A2,торговля
5467,trademark,A3,товарный знак
5468,trading,A1,торговля
5469,tradition,A1,традиция
5470,traditional,A1,традиционный
5471,traffic,A1,трафик
5472,tragedy,A1,трагедия
5473,tragic,A1,трагический
5474,trail,A3,тащить
5476,trailer,A3,трейлер
5477,train,A1,тренироваться
5479,trainer,A1,тренер
5480,training,A1,обучение
5481,trait,A1,черта
5482,transaction,A3,сделка
5483,transcript,A3,транскрипт
5484,transfer,A1,передача
5486,transform,A1,преобразование
5487,transformation,A3,трансформация
5488,transit,A3,транзит
5489,transition,A1,переход
5490,translate,A2,переводить
5491,translation,A2,перевод
5492,transmission,A3,передача инфекции
5493,transmit,A1,передавать
5494,transparency,A3,прозрачность
5495,transparent,A3,прозрачный
5496,transport,A1,транспорт
5498,transportation,A1,транспорт
5499,trap,A1,ловушка
5501,trauma,A3,травма
5502,travel,A1,путешествовать
5504,traveller,A1,путешественник
5505,treasure,A1,сокровище
5506,treat,A2,обращаться
5507,treatment,A2,уход
5508,treaty,A3,договор
5509,tree,A1,дерево
5510,tremendous,A3,огромный
5511,trend,A2,тренд
5512,trial,A1,пробный
5513,tribal,A3,племя
5514,tribe,A1,племя
5515,tribunal,A3,трибунал
5516,tribute,A3,дань
5517,trick,A2,обманывать
5519,trigger,A3,курок
5521,trillion,A1,триллион
5522,trio,A3,трио
5523,trip,A1,путешествие
5525,triumph,A3,триумф
5526,troop,A1,войска
5527,trophy,A3,трофей
5528,tropical,A1,тропический
5529,trouble,A1,беда
5531,troubled,A3,обеспокоенный
5532,trousers,A1,брюки
5533,truck,A1,грузовик
5534,true,A1,истинный
5535,truly,A1,действительно
5536,trust,A1,доверять
5538,trustee,A3,попечитель
5539,truth,A2,правда
5540,try,A1,пытаться
5542,tsunami,A1,цунами
5543,tube,A2,трубка
5544,tuesday,A1,вторник
5545,tuition,A3,обучение
5546,tune,A1,мелодия
5547,tunnel,A1,туннель
5548,turn,A1,повернуть
5550,turnout,A3,оказаться
5551,turnover,A3,оборот
5552,tv,A1,тв
5553,twelve,A1,двенадцать
5554,twenty,A1,двадцать
5555,twice,A1,дважды
5556,twin,A1,близнец
5558,twist,A3,крутить
5560,two,A1,два
5561,type,A1,тип
5563,typical,A1,типичный
5564,typically,A2,обычно
5565,tyre,A2,шина
5566,ugly,A2,уродливый
5567,ultimate,A1,окончательный
5568,ultimately,A1,в конечном счете
5569,umbrella,A1,зонтик
5570,unable,A2,не могущий
5571,unacceptable,A1,неприемлемо
5572,uncertainty,A1,неопределенность
5573,uncle,A1,дядя
5574,uncomfortable,A2,неудобный
5575,unconscious,A1,бессознательный
5576,under,A1,под
5578,undergo,A1,проходить
5579,undergraduate,A3,бакалавриат
5580,underground,A1,метро
5582,underlying,A3,в основе
5583,undermine,A3,подорвать
5584,understand,A1,понимать
5585,understanding,A1,понимание
5586,undertake,A1,предпринять
5587,underwear,A2,нижнее белье
5588,undoubtedly,A3,несомненно
5589,unemployed,A2,безработные
5590,unemployment,A2,безработица
5591,unexpected,A1,непредвиденный
5592,unfair,A2,несправедливый
5593,unfold,A1,развернуться
5594,unfortunate,A1,несчастный
5595,unfortunately,A1,к сожалению
5596,unhappy,A1,несчастный
5597,uniform,A1,униформа
5598,unify,A3,unify
5599,union,A2,союз
5600,unique,A1,уникальный
5601,unit,A1,единица
5602,unite,A1,объединить
5603,united,A1,объединенная
5604,unity,A1,единство
5605,universal,A1,универсальный
5606,universe,A1,вселенная
5607,university,A1,университет
5608,unknown,A1,неизвестный
5609,unless,A2,пока не
5610,unlike,A2,в отличие от
5611,unlikely,A2,вряд ли
5612,unnecessary,A2,ненужный
5613,unpleasant,A2,неприятный
5614,unprecedented,A3,беспрецедентный
5615,until,A1,до
5617,unusual,A1,необычный
5618,unveil,A3,раскрыть
5619,up,A1,вверх
5621,upcoming,A3,предстоящий
5622,update,A2,обновлять
5624,upgrade,A3,обновление
5626,uphold,A3,поддерживать
5627,upon,A2,на
5628,upper,A1,верхний
5629,upset,A2,расстройство
5631,upstairs,A1,вверх по лестнице
5633,upwards,A1,вверх
5634,urban,A1,городской
5635,urge,A1,побуждать
5636,urgent,A1,срочный
5637,us,A1,нас
5638,usage,A1,применение
5639,use,A1,использовать
5641,used,A2,использовал
5642,used to,A1,привыкший
5643,useful,A1,полезный
5644,useless,A1,бесполезный
5645,user,A1,пользователь
5646,usual,A1,обычный
5647,usually,A1,обычно
5648,utility,A3,полезность
5649,utilize,A3,использовать
5650,utterly,A3,крайне
5651,vacation,A1,отпуск
5652,vacuum,A3,вакуум
5653,vague,A3,нечеткий
5654,valid,A1,действительный
5655,validity,A3,период действия
5656,valley,A1,долина
5657,valuable,A2,ценный
5658,value,A2,ценить
5660,van,A1,фургон
5661,vanish,A3,исчезнуть
5662,variable,A3,переменная
5664,variation,A1,вариация
5665,varied,A3,разнообразно
5666,variety,A1,разнообразие
5667,various,A2,различный
5668,vary,A1,отличаться
5669,vast,A1,огромный
5670,vegetable,A1,овощ
5671,vehicle,A1,транспортное средство
5672,vein,A3,вена
5673,venture,A3,риск
5675,venue,A1,место проведения
5676,verbal,A3,вербальный
5677,verdict,A3,вердикт
5678,verify,A3,проверять
5679,verse,A3,стих
5680,version,A2,версия
5681,versus,A3,против
5682,vertical,A1,вертикальный
5683,very,A1,очень
5685,vessel,A3,судно
5686,veteran,A3,ветеран
5687,via,A1,с помощью
5688,viable,A3,жизнеспособный
5689,vibrant,A3,яркий
5690,vice,A3,порок
5691,vicious,A3,беспощадный
5692,victim,A2,жертва
5693,victory,A1,победа
5694,video,A1,видео
5695,view,A1,вид
5697,viewer,A2,зритель
5698,viewpoint,A1,смотровая площадка
5699,village,A1,деревня
5700,villager,A3,деревенский житель
5701,violate,A3,нарушать
5702,violation,A3,нарушение
5703,violence,A1,насилие
5704,violent,A2,жестокий
5705,virtual,A1,виртуальный
5706,virtue,A3,достоинство
5707,virus,A1,вирус
5708,visa,A1,виза
5709,visible,A1,видимый
5710,vision,A1,зрение
5711,visit,A1,посещать
5713,visitor,A1,посетитель
5714,visual,A1,визуальный
5715,vital,A1,жизненно важный
5716,vitamin,A1,витамин
5717,vocal,A3,вокал
5718,voice,A1,голос
5719,volume,A1,объем
5720,voluntary,A1,добровольный
5721,volunteer,A2,волонтер
5723,vote,A2,голосование
5725,voting,A1,голосование
5726,vow,A3,клятва
5727,vulnerability,A3,уязвимость
5728,vulnerable,A3,уязвимый
5729,wage,A1,заработная плата
5730,wait,A1,ждать
5732,waiter,A1,официант
5733,wake,A1,будить
5734,walk,A1,ходить
5736,wall,A1,стена
5737,wander,A1,бродить
5738,want,A1,хотеть
5739,war,A1,война
5740,ward,A3,сторожить
5741,warehouse,A3,склад
5742,warfare,A3,военное дело
5743,warm,A1,теплый
5745,warming,A1,потепление
5746,warn,A2,предупреждать
5747,warning,A2,предупреждение
5748,warrant,A3,ордер
5750,warrior,A3,воин
5751,wash,A1,стирать
5753,washing,A1,мойка
5754,waste,A2,напрасно тратить
5757,watch,A1,смотреть
5759,water,A1,вода
5761,wave,A1,волна
5763,way,A1,способ
5765,we,A1,мы
5766,weak,A1,слабый
5767,weaken,A3,ослабить
5768,weakness,A1,слабость
5769,wealth,A1,богатство
5770,wealthy,A1,богатый
5771,weapon,A2,оружие
5772,wear,A1,носить
5773,weather,A1,погода
5774,weave,A3,плетение
5775,web,A1,веб -
5776,website,A1,веб-сайт
5777,wedding,A1,свадьба
5778,wednesday,A1,среда
5779,weed,A3,сорняк
5780,week,A1,неделя
5781,weekend,A1,выходные
5782,weekly,A1,еженедельно
5783,weigh,A2,взвешивать
5784,weight,A1,масса
5785,weird,A1,странный
5786,welcome,A1,добро пожаловать
5790,welfare,A1,благосостояние
5791,well,A1,хорошо
5795,well-being,A3,благополучие
5796,west,A1,западный
5799,western,A2,западный
5800,wet,A1,влажный
5801,what,A1,что
5803,whatever,A3,что бы ни
5806,whatsoever,A3,как бы то ни было
5807,wheat,A1,пшеница
5808,wheel,A1,колесо
5809,when,A1,когда
5812,whenever,A2,в любое время
5813,where,A1,где
5815,whereas,A1,тогда как
5816,whereby,A3,посредством чего
5817,wherever,A1,где бы
5818,whether,A2,ли
5819,which,A1,который
5821,while,A1,пока
5823,whilst,A3,пока
5824,whip,A3,хлыст
5825,whisper,A1,шепот
5827,white,A1,белый
5829,who,A1,воз
5830,whoever,A1,кто бы ни был
5831,whole,A1,весь
5833,wholly,A3,полностью
5834,whom,A1,кому
5835,whose,A1,чей
5837,why,A1,почему
5838,wide,A1,широкий
5839,widely,A1,широко
5840,widen,A3,расширять
5841,widespread,A1,широко распространен
5842,widow,A3,вдова
5843,width,A3,ширина
5844,wife,A1,жена
5845,wild,A1,дикий
5846,wildlife,A1,дикая природа
5847,will,A2,воля
5849,willing,A1,готовый
5850,willingness,A3,готовность
5851,win,A2,победить
5853,wind,A1,ветер
5855,window,A1,окно
5856,wine,A1,вино
5857,wing,A2,крыло
5858,winner,A1,победитель
5859,winter,A1,зима
5860,wipe,A3,вытирать
5861,wire,A1,проволока
5862,wisdom,A1,мудрость
5863,wise,A1,мудрый
5864,wish,A1,желание
5866,wit,A3,остроумие
5867,with,A1,с
5868,withdraw,A1,отзывать
5869,withdrawal,A3,снятие
5870,within,A2,в пределах
5871,without,A1,без
5872,witness,A1,свидетель
5874,woman,A1,женщина
5875,wonder,A2,удивляться
5877,wonderful,A1,замечательный
5878,wood,A1,древесина
5879,wooden,A1,деревянный
5880,wool,A2,шерсть
5881,word,A1,слово
5882,work,A1,работа
5884,worker,A1,работник
5885,workforce,A1,рабочая сила
5886,working,A1,работающий
5887,workout,A3,тренировка
5888,workplace,A1,рабочее место
5889,workshop,A1,мастерская
5890,world,A1,мир
5891,worldwide,A2,мировой
5893,worm,A1,червь
5894,worried,A1,волновался
5895,worry,A2,волноваться
5897,worse,A1,худший
5900,worship,A3,поклонение
5902,worst,A1,худший
5905,worth,A2,ценность
5907,worthwhile,A3,стоит
5908,worthy,A3,достойный
5909,would,A1,бы
5910,wound,A1,ранить
5912,wow,A1,ух ты
5913,wrap,A1,сворачивать
5914,wrist,A1,запястье
5915,write,A1,писать
5916,writer,A1,писатель
5917,writing,A1,письмо
5918,written,A2,написано
5919,wrong,A1,неправильный
5922,yard,A2,площадка
5923,yeah,A1,ага
5924,year,A1,год
5925,yell,A3,кричать
5926,yellow,A1,желтый
5928,yes,A1,да
5929,yesterday,A1,вчера
5931,yet,A1,еще
5933,yield,A3,урожай
5935,you,A1,ты
5936,young,A1,молодой
5938,youngster,A3,юноша
5939,your,A1,твой
5940,yours,A1,ваш
5941,yourself,A1,сам
5942,youth,A2,молодость
5943,zero,A1,нуль
5944,zone,A1,зона
